blackforge_id,source_ref,title,pipeline_stage,stage_primary,functional_category,functional_category_primary,domain_scope,domain_primary,execution_scope,execution_scope_v2,tier,activation_tier,audit_score,quality_score_v2,review_status,change_reason,tier_relaxation_reason
BF-CYB-S800-0806,S800-0806,Experimento de dosis,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,83,61,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0808,S800-0808,Experimento de reintroducción,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,developer_tools,local_analysis,local_analysis,core,core,83,61,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0384,S800-0384,Historia adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,70,60,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0393,S800-0393,Futuro adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,70,60,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0400,S800-0400,Cronología adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,70,60,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1384,L600-1384,Lente de innovación modular,CARTOGRAFIAR,CARTOGRAFIAR,agents_ai_devtools,architecture_topology,hybrid,cybersecurity,conceptual_only,conceptual_only,extended,core,56,60,approved_auto,category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1501,L600-1501,Lente de modelado de amenazas,ATACAR,CARTOGRAFIAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,conceptual_only,defensive_design,core,core,61,60,approved_auto,stage_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1518,L600-1518,Lente de acceso justo suficiente,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,core,core,61,60,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1538,L600-1538,Lente de reidentificación,CARTOGRAFIAR,CARTOGRAFIAR,data_privacy_provenance,data_privacy_provenance,cybersecurity,cybersecurity,conceptual_only,conceptual_only,core,core,61,60,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0545,M800-0545,Verificación cruzada,EVALUAR,EVALUAR,evidence_verification,agents_ai_devtools,developer_tools,developer_tools,local_analysis,local_analysis,core,core,72,60,approved_auto,category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0554,M800-0554,Agente constitucional,DIVERGIR,EVALUAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,local_analysis,core,core,71,60,approved_auto,stage_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0821,S800-0821,Prueba de propiedad ausente,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,60,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0829,S800-0829,Prueba de monotonicidad,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,82,60,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0831,S800-0831,Prueba de discontinuidad,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,60,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0832,S800-0832,Prueba de simetría rota,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,60,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0900,S800-0900,Verificación de límites,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,60,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0420,S800-0420,Gobernanza por testigos,CARTOGRAFIAR,EVALUAR,governance_incentives,governance_incentives,hybrid,developer_tools,defensive_design,local_analysis,extended,core,61,59,approved_auto,stage_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0447,S800-0447,Consenso por prueba negativa,DIVERGIR,EVALUAR,experimentation_benchmarks,governance_incentives,developer_tools,cybersecurity,defensive_design,defensive_design,extended,core,70,59,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0871,S800-0871,Benchmark sin ejemplos canónicos,MATERIALIZAR,EVALUAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,82,59,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0875,S800-0875,Benchmark de abstención,MATERIALIZAR,EVALUAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,82,59,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0876,S800-0876,Benchmark de mantenimiento,MATERIALIZAR,EVALUAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,82,59,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0877,S800-0877,Benchmark de relevo,MATERIALIZAR,EVALUAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,82,59,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0879,S800-0879,Benchmark de diversidad,MATERIALIZAR,EVALUAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,84,59,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0880,S800-0880,Auditoría por reconstrucción fría,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,82,59,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0814,S800-0814,Experimento de recomposición,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,59,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0511,R1000-0511,Probabilidad adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,66,58,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1176,L600-1176,Lente de cierre de red,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,architecture_topology,cybersecurity,cybersecurity,conceptual_only,conceptual_only,extended,core,61,58,approved_auto,category_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1516,L600-1516,Lente de autorización contextual,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,core,core,71,58,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1517,L600-1517,Lente de acceso justo a tiempo,CARTOGRAFIAR,CARTOGRAFIAR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,conceptual_only,defensive_design,core,core,66,58,approved_auto,execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-L600-1526,L600-1526,Lente de anonimización diferencial,CARTOGRAFIAR,CARTOGRAFIAR,data_privacy_provenance,data_privacy_provenance,cybersecurity,cybersecurity,conceptual_only,conceptual_only,core,core,65,58,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-M800-0575,M800-0575,Fail safe,DIVERGIR,DIVERGIR,trust_identity_access,trust_identity_access,cybersecurity,cybersecurity,defensive_design,defensive_design,core,core,71,58,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0380,R1000-0380,Identidad verificable sin revelar,ROMPER,EVALUAR,trust_identity_access,trust_identity_access,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,75,58,approved_auto,stage_reclassified;domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0461,R1000-0461,Fallo contagioso controlado,ROMPER,EVALUAR,experimentation_benchmarks,failure_resilience,developer_tools,cybersecurity,defensive_design,local_analysis,core,core,78,58,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0790,R1000-0790,Defensa por reconstrucción,ATACAR,EVALUAR,evidence_verification,evidence_verification,cybersecurity,cybersecurity,defensive_design,local_analysis,core,core,80,58,approved_auto,stage_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0836,S800-0836,Prueba de invariancia lingüística,MATERIALIZAR,EVALUAR,evidence_verification,evidence_verification,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,58,approved_auto,stage_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0838,S800-0838,Prueba de invariancia de identidad,MATERIALIZAR,EVALUAR,trust_identity_access,trust_identity_access,hybrid,cybersecurity,local_analysis,defensive_design,core,core,88,58,approved_auto,stage_reclassified;domain_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0881,S800-0881,Auditoría por artefactos mínimos,MATERIALIZAR,EVALUAR,supply_chain_build,evidence_verification,developer_tools,developer_tools,local_analysis,local_analysis,core,core,83,58,approved_auto,stage_reclassified;category_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0970,R1000-0970,Experimento de frontera,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,74,58,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0802,S800-0802,Experimento gemelo desigual,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,58,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0804,S800-0804,Experimento con hipótesis enemigas,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,58,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0811,S800-0811,Experimento de habituación,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,58,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-S800-0818,S800-0818,Experimento de observador hostil,MATERIALIZAR,MATERIALIZAR,evidence_verification,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,78,58,approved_auto,category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0544,M800-0544,Enrutamiento de modelos,DIVERGIR,CARTOGRAFIAR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,core,71,57,approved_auto,stage_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0552,M800-0552,Agente con presupuesto,ROMPER,DELIMITAR,trust_identity_access,agents_ai_devtools,hybrid,developer_tools,defensive_design,defensive_design,core,core,78,57,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-M800-0553,M800-0553,Agente reversible,DIVERGIR,DIVERGIR,agents_ai_devtools,agents_ai_devtools,developer_tools,developer_tools,defensive_design,defensive_design,core,core,71,57,approved_auto,causal_axis_added;integration_contract_added,
BF-CYB-R1000-0783,R1000-0783,Defensa por prueba independiente,ATACAR,EVALUAR,experimentation_benchmarks,evidence_verification,hybrid,cybersecurity,defensive_design,local_analysis,core,core,85,57,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;causal_axis_added;integration_contract_added,
BF-CYB-S800-0432,S800-0432,Veto justificable,DIVERGIR,EVALUAR,experimentation_benchmarks,governance_incentives,developer_tools,cybersecurity,defensive_design,local_analysis,extended,core,70,57,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0953,R1000-0953,Prototipo extremo,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,74,57,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0974,R1000-0974,Experimento participativo,MATERIALIZAR,MATERIALIZAR,experimentation_benchmarks,experimentation_benchmarks,developer_tools,cybersecurity,local_analysis,local_analysis,core,core,74,57,approved_auto,domain_reclassified;causal_axis_added;integration_contract_added,
BF-CYB-R1000-0363,R1000-0363,Interfaz adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,cybersecurity,cybersecurity,defensive_design,defensive_design,extended,core,66,56,approved_auto,tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-S800-0764,S800-0764,Razonamiento por expansión adversarial,ATACAR,ATACAR,adversarial_threat,adversarial_threat,hybrid,cybersecurity,defensive_design,defensive_design,extended,core,71,56,approved_auto,domain_reclassified;tier_recalibrated;causal_axis_added;integration_contract_added,
BF-CYB-L600-1374,L600-1374,Lente de marco lógico,EVALUAR,CARTOGRAFIAR,evidence_verification,decision_risk,hybrid,cybersecurity,local_analysis,conceptual_only,extended,core,60,56,approved_auto,stage_reclassified;category_reclassified;domain_reclassified;execution_hardened;tier_recalibrated;causal_axis_added;integration_contract_added,
